#mrk	kap	num	dos	ind	trd
d.0	do		oa_7	NULL	NULL
discxi.0o.FIL	disĉiplo	1	NULL	Anhänger	
discxi.0o.FIL	disĉiplo	1	NULL	Jünger	
discxi.0o.PED	disĉiplo	2	NULL	Schüler	
discxi.0o.PED	disĉiplo	2	NULL	Lehrling	
discxi.0o.PED	disĉiplo	2	NULL	Nacheiferer	
disdegn.0i	disdegni		NULL	schätzen	gering schätzen
disdegn.0i	disdegni		NULL	verachten	
disdegn.0i	disdegni		NULL	missachten	
disdegn.0i.malestimi	disdegni		NULL	schätzen	gering schätzen
disdegn.0i.malestimi	disdegni		NULL	verachten	
disdegn.0i.malestimi	disdegni		NULL	missachten	
disdegn.0o	disdegno		NULL	Geringschätzung	
disdegn.0o	disdegno		NULL	Verachtung	
disdegn.0o.malestimo	disdegno		NULL	Geringschätzung	
disdegn.0o.malestimo	disdegno		NULL	Verachtung	
disent.0o	disenterio		NULL	Ruhr	
disent.0o	disenterio		NULL	Dysenterie	Dysenterie [fak]
disert.0ajxo	disertaĵo		NULL	Dissertation	
disert.0ajxo	disertaĵo		NULL	Doktorarbeit	
disert.0ajxo.doktoriga	disertaĵo		NULL	Dissertation	
disert.0ajxo.doktoriga	disertaĵo		NULL	Doktorarbeit	
disert.0i	diserti		NULL	dissertieren	
disert.0i	diserti		NULL	schreiben	seine Dissertation schreiben
disert.0i	diserti		NULL	verfassen	seine Doktorarbeit verfassen
disert.0i.defendi	diserti		NULL	dissertieren	
disert.0i.defendi	diserti		NULL	schreiben	seine Dissertation schreiben
disert.0i.defendi	diserti		NULL	verfassen	seine Doktorarbeit verfassen
disert1.0o	disertacio		NULL	Dissertation	
disert1.0o	disertacio		NULL	Doktorarbeit	
disert1.0o.disertajxo	disertacio		NULL	Dissertation	
disert1.0o.disertajxo	disertacio		NULL	Doktorarbeit	
disfori.0a	disforia		NULL	dysphorisch	
disfori.0o	disforio		NULL	Dysphorie	
disident.0o	disidento		NULL	Dissident	
disident.0o.POL	disidento		NULL	Dissident	
disip.0i	disipi		NULL	verschwenden	
disip.0i.KOMUNE	disipi		NULL	verschwenden	
disip.0o	disipo		NULL	NULL	NULL
disip.0o.KOMUNE	disipo		NULL	NULL	NULL
disjun.0o	disjunkcio		NULL	NULL	NULL
disjun.0o.logika	disjunkcio		NULL	Disjunktion	
disjun.0o.logika	disjunkcio		NULL	Summe	logische Summe
disjun.ekskluziva0o	ekskluziva disjunkcio		NULL	Disjunktion	ausschließende Disjunktion
disjun.ekskluziva0o	ekskluziva disjunkcio		NULL	Antivalenz	
disk.0aparato	diskaparato		NULL	NULL	NULL
disk.0aparato.KOMP	diskaparato		NULL	NULL	NULL
disk.0eto	disketo		NULL	Floppy	
disk.0eto	disketo		NULL	Diskette	
disk.0eto.KOMP	disketo		NULL	Floppy	
disk.0eto.KOMP	disketo		NULL	Diskette	
disk.0i	diski		NULL	NULL	NULL
disk.0i.turnidiskon	diski		NULL	NULL	NULL
disk.0ingo	diskingo		NULL	Laufwerk	Laufwerk (Disketten-, Laserdisk-)
disk.0ingo.KOMP	diskingo		NULL	Laufwerk	Laufwerk (Disketten-, Laserdisk-)
disk.0o	disko		NULL	Scheibe	
disk.0o.MAT	disko	2	NULL	Scheibe	
disk.0o.diversa	disko	1	NULL	Scheibe	
disk.0turnilo	diskturnilo		NULL	Laufwerk	Laufwerk (Festplatte, CD etc.)
disk.0turnilo	diskturnilo		NULL	Plattenspieler	
disk.0turnilo.KOMP	diskturnilo		NULL	Laufwerk	Laufwerk (Festplatte, CD etc.)
disk.0turnilo.KOMP	diskturnilo		NULL	Plattenspieler	
disk.bluradia0o	bluradia disko		NULL	NULL	NULL
disk.bluradia0o.KOMP	bluradia disko		NULL	NULL	NULL
disk.fiksita_0o	fiksita disko		NULL	Festplatte	
disk.fiksita_0o.KOMP	fiksita disko		NULL	Festplatte	
disk.flug0o	flugdisko		NULL	NULL	NULL
disk.flug0o.SPO	flugdisko		NULL	NULL	NULL
disk.kompakta0o	kompakta disko		NULL	CD	
disk.kompakta0o	kompaktdisko		NULL	CD	
disk.kompakta0o	k-disko		NULL	CD	
disk.kompakta0o	KD-disko		NULL	CD	
disk.kompakta0o.KOMP	kompakta disko		NULL	CD	
disk.kompakta0o.KOMP	kompaktdisko		NULL	CD	
disk.kompakta0o.KOMP	k-disko		NULL	CD	
disk.kompakta0o.KOMP	KD-disko		NULL	CD	
disk.lum0ego	lumdiskego		NULL	DVD	
disk.lum0ego	DVD-disko		NULL	DVD	
disk.lum0ego.KOMP	lumdiskego		NULL	DVD	
disk.lum0ego.KOMP	DVD-disko		NULL	DVD	
disk.lum0o	lumdisko		NULL	NULL	NULL
disk.lum0o.KOMP	lumdisko		NULL	NULL	NULL
disk.magneta0o	magneta disko		NULL	Magnetplatte	
disk.magneta0o.KOMP	magneta disko		NULL	Magnetplatte	
disk.sfer0o	sferdisko		NULL	Kugelschicht	
disk.sfer0o.MAT	sferdisko		NULL	Kugelschicht	
disk.sub0o	subdisko		NULL	Partition	Partition (einer Festplatte)
disk.sub0o.KOMP	subdisko		NULL	Partition	Partition (einer Festplatte)
disk.vinil0o	vinildisko		NULL	NULL	NULL
disk.vinil0o	gramofondisko		NULL	NULL	NULL
disk.vinil0o.MUZ	vinildisko		NULL	NULL	NULL
disk.vinil0o.MUZ	gramofondisko		NULL	NULL	NULL
diskant.0o	diskanto		NULL	Diskant	
diskant.0o	diskanto		NULL	Sopran	
diskant.0o.MUZ	diskanto		NULL	Diskant	
diskant.0o.MUZ	diskanto		NULL	Sopran	
disked.0o	diskedo		NULL	Diskette	
disked.0o.disketo	diskedo		NULL	Diskette	
diskografi.0o	diskografio		NULL	NULL	NULL
diskografi.0o.MUZ	diskografio		NULL	Diskografie	
diskon.0i	diskonti		NULL	diskontieren	
diskon.0i.EKON	diskonti		NULL	diskontieren	
diskon.0o	diskonto		NULL	NULL	NULL
diskon.0o.EKON_elcento	diskonto	2	NULL	Diskont	
diskon.0o.EKON_elcento	diskonto	2	NULL	Abzug vor Fälligkeit	
diskon.0o.EKON_spezo	diskonto	1	NULL	Diskontierung	
diskon.0o.EKON_spezo	diskonto	1	NULL	Abziehen vor Fälligkeit	
diskotek.0o	diskoteko		NULL	NULL	NULL
diskotek.0o.BIB	diskoteko	2	NULL	Plattensammlung	
diskotek.0o.BIB	diskoteko	2	NULL	Phonothek	
diskotek.0o.MUZ	diskoteko	1	NULL	Disco	
diskotek.0o.MUZ	diskoteko	1	NULL	Diskothek	
diskre.0a	diskreta		NULL	diskret	
diskre.0a.MAT	diskreta	4	NULL	diskret	
diskre.0a.delikata	diskreta	3	NULL	unauffällig	
diskre.0a.delikata	diskreta	3	NULL	diskret	
diskre.0a.konfidebla	diskreta	1	NULL	vertrauenswürdig	
diskre.0a.konfidebla	diskreta	1	NULL	diskret	
diskre.0a.modesta	diskreta	2	NULL	anständig	
diskre.0a.modesta	diskreta	2	NULL	bescheiden	
diskre.0a.modesta	diskreta	2	NULL	unauffällig	
diskre.0a.modesta	diskreta	2	NULL	diskret	
diskre.mal0a	maldiskreta		NULL	NULL	NULL
diskre.mal0a.MAT	maldiskreta	4	NULL	NULL	NULL
diskre.mal0a.babilema	maldiskreta	1	NULL	indiskret	
diskre.mal0a.babilema	maldiskreta	1	NULL	tratschig	
diskre.mal0a.sentakta	maldiskreta	2	NULL	unanständig	
diskre.mal0a.sentakta	maldiskreta	2	NULL	auffällig	
diskre.mal0a.troa	maldiskreta	3	NULL	NULL	NULL
diskredit.0i	diskrediti		NULL	diskreditieren	
diskredit.0i	diskreditigi		NULL	diskreditieren	
diskri.0o	diskriminanto		NULL	Diskriminante	
diskrim.0i	diskriminacii		oa_9	diskriminieren	
diskrim.0i	diskriminacii		oa_9	benachteiligen	
diskrim.0i.POL	diskriminacii		oa_9	diskriminieren	
diskrim.0i.POL	diskriminacii		oa_9	benachteiligen	
diskrim.0o	diskriminacio		oa_9	Diskriminierung	
diskrim.0o	diskriminacio		oa_9	Benachteiligung	
diskrim.0o.POL	diskriminacio		oa_9	Diskriminierung	
diskrim.0o.POL	diskriminacio		oa_9	Benachteiligung	
diskrimin.0i	diskrimini		NULL	diskriminieren	
diskrimin.0i.POL	diskrimini	1	NULL	diskriminieren	
diskrimin.0i.distingi	diskrimini	2	NULL	diskriminieren	
diskrimin.0o	diskrimino		NULL	Diskriminierung	
diskrimin.0o.POL	diskrimino	1	NULL	Diskriminierung	
diskrimin.0o.distingo	diskrimino	2	NULL	Diskriminierung	
diskur.0o	diskurso		NULL	Diskurs	
diskut.0ebla	diskutebla		NULL	diskutabel	
diskut.0ebla	kontraŭdiskutebla		NULL	diskutabel	
diskut.0ebla	diskutebla		NULL	Debatte	zur Debatte stehend
diskut.0ebla	kontraŭdiskutebla		NULL	Debatte	zur Debatte stehend
diskut.0ebla	diskutebla		NULL	fraglich	
diskut.0ebla	kontraŭdiskutebla		NULL	fraglich	
diskut.0ebla	diskutebla		NULL	bestreitbar	
diskut.0ebla	kontraŭdiskutebla		NULL	bestreitbar	
diskut.0ebla	diskutebla		NULL	hinterfragbar	
diskut.0ebla	kontraŭdiskutebla		NULL	hinterfragbar	
diskut.0ebla.KOMUNE	diskutebla		NULL	diskutabel	
diskut.0ebla.KOMUNE	kontraŭdiskutebla		NULL	diskutabel	
diskut.0ebla.KOMUNE	diskutebla		NULL	Debatte	zur Debatte stehend
diskut.0ebla.KOMUNE	kontraŭdiskutebla		NULL	Debatte	zur Debatte stehend
diskut.0ebla.KOMUNE	diskutebla		NULL	fraglich	
diskut.0ebla.KOMUNE	kontraŭdiskutebla		NULL	fraglich	
diskut.0ebla.KOMUNE	diskutebla		NULL	bestreitbar	
diskut.0ebla.KOMUNE	kontraŭdiskutebla		NULL	bestreitbar	
diskut.0ebla.KOMUNE	diskutebla		NULL	hinterfragbar	
diskut.0ebla.KOMUNE	kontraŭdiskutebla		NULL	hinterfragbar	
diskut.0i	diskuti		NULL	diskutieren	
diskut.0i	diskuti		NULL	erörtern	
diskut.0i.KOMUNE	diskuti		NULL	diskutieren	
diskut.0i.KOMUNE	diskuti		NULL	erörtern	
diskut.0inda	diskutinda		NULL	diskussionswürdig	
diskut.0inda	diskutinda		NULL	fragwürdig	
diskut.0inda.KOMUNE	diskutinda		NULL	diskussionswürdig	
diskut.0inda.KOMUNE	diskutinda		NULL	fragwürdig	
diskut.0o	diskuto		NULL	Diskussion	
diskut.pri0i	pridiskuti		NULL	besprechen	
diskut.pri0i	pridiskuti		NULL	ausdiskutieren	
diskut.pri0i	pridiskuti		NULL	erörtern	
diskut.pri0i.KOMUNE	pridiskuti		NULL	besprechen	
diskut.pri0i.KOMUNE	pridiskuti		NULL	ausdiskutieren	
diskut.pri0i.KOMUNE	pridiskuti		NULL	erörtern	
disleksi.0a	disleksia		NULL	legasthenisch	
disleksi.0a.MED	disleksia		NULL	legasthenisch	
disleksi.0o	disleksio		NULL	Lese-Rechtschreib-Schwäche	
disleksi.0o	disleksio		NULL	Legasthenie	
disleksi.0o.MED	disleksio		NULL	Lese-Rechtschreib-Schwäche	
disleksi.0o.MED	disleksio		NULL	Legasthenie	
dism.0o	dismo		NULL	Zehnter	
dism.0o	dismo		NULL	Dezem	
dism.0o.EKON	dismo		NULL	Zehnter	
dism.0o.EKON	dismo		NULL	Dezem	
disoci.0i	disocii		NULL	dissoziieren	
disona.0o	disonanco		NULL	NULL	NULL
disona.0o.FIG	disonanco	2	NULL	Dissonanz	
disona.0o.FIG	disonanco	2	NULL	Misston	
disona.0o.MUZ	disonanco	1	NULL	Dissonanz	
disona.0o.MUZ	disonanco	1	NULL	Missklang	
dispensari.0o	dispensario		NULL	Dispensarium	
dispensari.0o	dispensario		NULL	Ambulanz für Unbemittelte	
dispensari.0o	dispensario		NULL	Armenapotheke	
dispensari.0o.MED	dispensario		NULL	Dispensarium	
dispensari.0o.MED	dispensario		NULL	Ambulanz für Unbemittelte	
dispensari.0o.MED	dispensario		NULL	Armenapotheke	
dispep.0o	dispepsio		NULL	Verdauungsstörung	
dispep.0o	dispepsio		NULL	Dyspepsie	Dyspepsie [fak]
disper.0aangulo	dispersa angulo		NULL	Dispersionswinkel	
disper.0aangulo	dispersa angulo		NULL	Streuungswinkel	
disper.0ajxo	dispersaĵo		NULL	Dispersion	Dispersion (Gemisch)
disper.0ajxo.KEM	dispersaĵo		NULL	Dispersion	Dispersion (Gemisch)
disper.0eco	disperseco		NULL	Dispergiervermögen	
disper.0eco	disperseco		NULL	Streuungsvermögen	
disper.0i	dispersi		NULL	dispergieren	
disper.0i	dispersi		NULL	feinst verteilen	
disper.0i	dispersi		NULL	zerstreuen	
disper.0i.FOT	dispersi	1	NULL	dispergieren	
disper.0i.FOT	dispersi	1	NULL	feinst verteilen	
disper.0i.FOT	dispersi	1	NULL	zerstreuen	
disper.0i.KEM	dispersi	2	NULL	dispergieren	
disper.0i.KEM	dispersi	2	NULL	feinst verteilen	
disper.0i.KEM	dispersi	2	NULL	zerstreuen	
disper.0o	disperso		NULL	Dispersion	
disper.0o	disperso		NULL	Streuung	
disper.0o.FIZ	disperso	1	NULL	Dispersion	
disper.0o.FIZ	disperso	1	NULL	Streuung	
disper.0o.KEM	disperso	2	NULL	Dispersion	
disper.0o.KEM	disperso	2	NULL	Streuung	
dispne.0o	dispneo		NULL	Dyspnoe	
dispne.0o.MED	dispneo		NULL	Dyspnoe	
dispon.0ajxo	disponaĵo		NULL	Einrichtung	
dispon.0ajxo	disponaĵo		NULL	Vorrichtung	
dispon.0ajxo	disponaĵo		NULL	Ausstattung	
dispon.0ajxo	disponaĵo		NULL	Baugruppe	
dispon.0ajxo	disponaĵo		NULL	Einheit	
dispon.0ajxo	disponaĵo		NULL	Gerät	
dispon.0ajxo.KOMP	disponaĵo		NULL	Einrichtung	
dispon.0ajxo.KOMP	disponaĵo		NULL	Vorrichtung	
dispon.0ajxo.KOMP	disponaĵo		NULL	Ausstattung	
dispon.0ajxo.KOMP	disponaĵo		NULL	Baugruppe	
dispon.0ajxo.KOMP	disponaĵo		NULL	Einheit	
dispon.0ajxo.KOMP	disponaĵo		NULL	Gerät	
dispon.0ebla	disponebla		NULL	verfügbar	
dispon.0ebla	disponebla		NULL	frei	frei (verfügbar)
dispon.0ebleco	disponebleco		NULL	Verfügbarkeit	
dispon.0i	disponi		NULL	NULL	NULL
dispon.0i.decideblo	disponi	2	NULL	NULL	NULL
dispon.0i.decidi	disponi	2	NULL	verfügen	etwas verfügen
dispon.0i.havi	disponi	1	NULL	verfügen (über)	
dispon.0igi	disponigi		NULL	verfügbar machen	
dispon.0igi	disponigi		NULL	Verfügung	zur Verfügung stellen
dispon.0igi	disponigi		NULL	bereitstellen	
dispon.0ita	disponita		NULL	bereit	
dispon.0ita	disponita		NULL	vorbereitet	
dispon.0o	dispono		NULL	Verfügung	
dispon.0o.uzeblo	dispono	1	NULL	Verfügung	
dispozici.0o	dispozicio		NULL	Disposition	
dispozici.0o.JUR	dispozicio	2	NULL	Zuweisung	
dispozici.0o.JUR	dispozicio	2	NULL	Anweisung	
dispozici.0o.JUR	dispozicio	2	NULL	Disposition	
dispozici.0o.MED	dispozicio	1	NULL	Anfälligkeit	
dispozici.0o.MED	dispozicio	1	NULL	Anlage	Anlage (Med.)
dispozici.0o.MED	dispozicio	1	NULL	Veranlagung	
dispozici.0o.MED	dispozicio	1	NULL	Neigung	Neigung (Med.)
dispozici.0o.MED	dispozicio	1	NULL	Disposition	
dispozici.0o.arangxo	dispozicio	3	NULL	Verteilung	Verteilung (im Raum)
dispozici.0o.arangxo	dispozicio	3	NULL	Disposition	
disprozi.0o	disprozio		NULL	Dysprosium	
disprozi.0o.KEM	disprozio		NULL	Dysprosium	
disput.0ema	disputema		NULL	disputfreudig	
disput.0ema.kverelema	disputema	2	NULL	disputfreudig	
disput.0ema.vigla	disputema	1	NULL	disputfreudig	
disput.0i	disputi		NULL	disputieren	
disput.0i	disputi		NULL	streiten	
disput.0i	disputi		NULL	ausdiskutieren	
disput.0i	disputi		NULL	verhandeln	
disput.0i	disputi		NULL	erwägen	gründlich erwägen
